"georeg","truedate","mean_dsif740","se_dsif740","mean_sif740","se_sif740","doy","ndsif"
"CA",2019-11-17,0.574889872079659,0.00393572315535643,1.72709145158737,0.0118125091733465,321,2155
"CA",2019-12-03,0.505377949523926,0.0087448576534932,1.24751774902344,0.0237534625858993,337,625
"CA",2019-12-19,0.555577734574913,0.00419501003831434,1.48245571564863,0.0120985087263964,353,1870
"CA",2020-01-01,0.545135141512998,0.00216920488043559,1.53204330623966,0.00647665855517674,1,6647
"CA",2020-01-17,0.531960109443284,0.00391619399065509,1.43237353974316,0.0128228035631827,17,2796
"CA",2020-02-18,0.551374104658957,0.00349076980853808,1.56902398130926,0.0110479146519145,49,3284
"CA",2020-03-05,0.510462351085433,0.00281586686944366,1.21587712232469,0.00769206457719918,65,5402
"CA",2020-03-21,0.503922870675199,0.0022233502019857,1.42953526299726,0.00654629878487664,81,7004
"CA",2020-04-06,0.567583560943604,0.0612685286758757,1.17137145996094,0.121977996847865,97,18
"CA",2020-04-22,0.478410923533503,0.00221390358199026,1.26861720748335,0.00661061614022612,113,6356
"CA",2020-05-08,0.382418516286312,0.00549660356453057,0.813091053357697,0.0125182632715612,129,2593
"CA",2020-05-24,0.444912238626382,0.00262827086147416,1.19394647618546,0.00713515535073273,145,8747
"CA",2020-06-09,0.428679052682533,0.00254928163450479,0.929834302572593,0.0059068578065301,161,3738
"CA",2020-06-25,0.402720272050219,0.00129874431285873,1.12978705702567,0.00401413656508125,177,14451
"CA",2020-07-11,0.373241608848513,0.00319051041769505,0.929664570887087,0.00925001053867057,193,4497
"CA",2020-07-27,0.489001876065308,0.00121855551626118,1.41148753766482,0.00401218824406352,209,13222
"CA",2020-08-12,0.388250376007845,0.00291580548823374,0.997728863302511,0.00771228804722644,225,7346
"CA",2020-08-28,0.468951418069198,0.00131344187915966,1.2788411943521,0.00427523082830602,241,16579
"CA",2020-09-13,0.499227821939838,0.0018786056431842,1.33956083335749,0.00620928894689827,257,11087
"CA",2020-09-29,0.591046898730656,0.00237359582810792,1.40504809920303,0.00848657515126718,273,5986
"CA",2020-10-15,0.562526147500917,0.00240203381472252,1.47626207609885,0.00713599704881503,289,5725
"CA",2020-10-31,0.586636397226761,0.00227998477567439,1.53114396525637,0.00636433460467407,305,6987
"CA",2020-11-16,0.625807867770056,0.00271622565386594,1.67168163065073,0.00810486967917823,321,5458
"CA",2020-12-02,0.514174697983686,0.00350417046912436,1.32147481663453,0.00986358727952477,337,3577
"CA",2020-12-18,0.527058185501532,0.00246903094833492,1.39320851125839,0.00719192647878374,353,5632
"CA",2021-01-01,0.522446098309609,0.00291329237915224,1.36269992274462,0.00826012478704207,1,4232
"CA",2021-01-17,0.563597872505457,0.00272248406158508,1.57346794321697,0.0091283145023857,17,5398
"CA",2021-02-02,0.531439407055194,0.00342772654143828,1.16516189224346,0.00773160076529192,33,2990
"CA",2021-02-18,0.505326558570599,0.00205752121682653,1.2783645065736,0.00667485808866449,49,8853
"CA",2021-03-06,0.451890271339044,0.00307188120854478,1.05698395618565,0.0074770749220153,65,4298
"CA",2021-03-22,0.543319155953147,0.00238184915329181,1.63134721350413,0.00744815508071154,81,6490
"CA",2021-04-07,0.455562562523726,0.00284918837541445,0.873728849692736,0.00551293000656321,97,4008
"CA",2021-04-23,0.487485119913925,0.00361892440260991,1.32672741012972,0.00877335397468495,113,7859
"CA",2021-05-09,0.361501601002928,0.00363026383480322,0.752736907759848,0.00766848162611138,129,3065
"CA",2021-05-25,0.45939984764794,0.0020101925780163,1.28645242759198,0.00597186270536873,145,10802
"CA",2021-06-10,0.411422928537226,0.00204515028748726,0.982499096854456,0.00517257051267831,161,5256
"CA",2021-06-26,0.399532217252053,0.00163190610569323,1.0932082653854,0.00495363170628949,177,11800
"CA",2021-07-12,0.376032334923516,0.00194594600807271,0.945930510734657,0.00566219883982656,193,7238
"CA",2021-07-28,0.433444229495369,0.00337185337698395,1.36691034732584,0.010614625784721,209,2685
"CA",2021-08-13,0.472340176662676,0.00235604191149093,1.30588838250307,0.00788319954162596,225,5781
"CA",2021-08-29,0.456661002960029,0.00163304781112074,1.1933365610107,0.00485791225561822,241,11337
"CA",2021-09-14,0.48645447599763,0.00199762210699953,1.23701362569444,0.00644080988077306,257,8966
"CA",2021-09-30,0.623021617448277,0.00295478610991745,1.67391130745684,0.00906895848402596,273,3926
"CA",2021-10-16,0.580187247287832,0.00243640600901797,1.62000793980628,0.00786602332857557,289,7118
"CA",2021-11-01,0.579464114403075,0.00228389992444203,1.46865735577906,0.00633880748579377,305,6972
"CA",2021-11-17,0.632895294579392,0.00249576480298162,1.90152507463238,0.0075404086136608,321,5948
"CA",2021-12-03,0.554933280549411,0.00491575267087875,1.14419423824962,0.0114308684736712,337,1833
"CA",2021-12-19,0.547079276766969,0.0035439651458201,1.50346127384793,0.0109063989188017,353,2809
"Southern",2019-07-28,0.482092870563029,0.00238262348416119,1.07642978916855,0.00536210549920234,209,5201
"Southern",2019-08-29,0.478837767005564,0.00427734122561638,1.05324321018489,0.00852964295619976,241,5777
"Southern",2019-09-14,0.422173397733486,0.00400428790428395,0.976946622867869,0.00939846696508667,257,2069
"Southern",2019-09-30,0.576652293580952,0.00347858632250702,1.29626450232304,0.00853840003413053,273,4125
"Southern",2019-11-17,0.742103107348404,0.00708642121929569,2.24342649191661,0.0213092772041382,321,1394
"Southern",2019-12-03,0.656840093792746,0.00546546885431468,1.71659828227686,0.0149172797154542,337,3114
"Southern",2019-12-19,0.620458126965499,0.00316363611813183,1.55204748638274,0.00865180817142325,353,5845
"Southern",2020-01-01,0.724388124209727,0.00265904499601653,1.78900128302499,0.00780926197101823,1,9819
"Southern",2020-01-17,0.625104999794978,0.00380784741499885,1.47792497624778,0.0105752650147029,17,4528
"Southern",2020-02-02,0.692364043548328,0.00959846762113409,1.84667746359561,0.0260409835935458,33,952
"Southern",2020-02-18,0.605875070166936,0.00261390910301912,1.70961127445914,0.00810109294276859,49,7729
"Southern",2020-03-05,0.605951363495529,0.00359243633705521,1.57695835964027,0.0111462788572001,65,4936
"Southern",2020-03-21,0.561984582593045,0.00149368186990362,1.62930302232504,0.00450951515791548,81,19200
"Southern",2020-04-06,0.567531383954561,0.0127917603470533,1.00801798930535,0.0231416983206882,97,416
"Southern",2020-04-22,0.494500068601514,0.00147630415981533,1.41886382720989,0.00446379722065298,113,16218
"Southern",2020-05-08,0.393059578034316,0.0027243921587673,0.923880951683279,0.0065401659482404,129,6604
"Southern",2020-05-24,0.425343859821641,0.00141595445915522,1.16579844412409,0.00401125841479807,145,17045
"Southern",2020-06-09,0.459303608844865,0.00308411796426996,0.975079731159846,0.00662054556683567,161,2679
"Southern",2020-06-25,0.387351509614969,0.00105795654423923,1.132226666847,0.00302056064504529,177,39954
"Southern",2020-07-11,0.331272217868805,0.00243220399528357,0.846762412264723,0.00687661187829413,193,6363
"Southern",2020-07-27,0.464019049243184,0.00119141274167994,1.36331686295338,0.00369284582016652,209,21774
"Southern",2020-08-12,0.440710492306919,0.00179625157360335,1.05016057668236,0.0047797580338962,225,11009
"Southern",2020-08-28,0.443266504595023,0.00110026805622545,1.24275805243576,0.00337404376378521,241,28097
"Southern",2020-09-13,0.465468133490209,0.00175984098901416,1.23722136256142,0.00530722371205236,257,16149
"Southern",2020-09-29,0.562086079595537,0.00153629911737402,1.53632715329987,0.00465946932563264,273,22702
"Southern",2020-10-15,0.585611066671028,0.00227054708252029,1.50446753209464,0.00663759243143886,289,9588
"Southern",2020-10-31,0.66273556211815,0.00222087796375724,1.66597209052778,0.0059520037653452,305,11414
"Southern",2020-11-16,0.672965366641625,0.00179196112988204,1.80543333010194,0.00531131666129416,321,17449
"Southern",2020-12-02,0.626212361815626,0.00300498359407758,1.40412350166629,0.00719881814948233,337,7065
"Southern",2020-12-18,0.650600293091392,0.00299969573590972,1.68438403178641,0.0082391233055665,353,7017
"Southern",2021-01-01,0.701613090371851,0.00255419919384841,1.61342598536826,0.0068018223167918,1,9371
"Southern",2021-01-17,0.750014913648607,0.00290441068598522,2.13107070425208,0.00921553310577701,17,7723
"Southern",2021-02-02,0.530400609442435,0.00523690686029422,1.0152931940993,0.0105458460409393,33,1717
"Southern",2021-02-18,0.61623656223491,0.00215567021480635,1.72880724583393,0.00648042383466181,49,10715
"Southern",2021-03-06,0.514360802573558,0.00295831422459847,1.22926682397149,0.00719960590738803,65,6313
"Southern",2021-03-22,0.581203127691612,0.00161205324349875,1.64303443638431,0.00494705949696555,81,17693
"Southern",2021-04-07,0.550693767236253,0.00362566476673312,1.05326702248468,0.00722123386734857,97,3112
"Southern",2021-04-23,0.432519567350233,0.00153184409887559,1.23256337816251,0.00433554688795217,113,22114
"Southern",2021-05-09,0.37473385382729,0.00186397375096046,0.878996810924232,0.00472329916488514,129,8565
"Southern",2021-05-25,0.461267667022104,0.000985353263310485,1.37176121982961,0.00306863395472952,145,27208
"Southern",2021-06-10,0.418551527548329,0.00176181632844182,0.962241067357999,0.00424911696993244,161,7978
"Southern",2021-06-26,0.408807198541686,0.00114665420482993,1.19320949771861,0.00360390721958918,177,21107
"Southern",2021-07-12,0.35259894879804,0.00140061882945629,0.977098560570604,0.00411739502179118,193,17277
"Southern",2021-07-28,0.501989917256221,0.0027338595576256,1.04597509880075,0.00614067028387879,209,4473
"Southern",2021-08-13,0.454948863196104,0.00215657418079152,1.25855947100023,0.00663902122802422,225,7973
"Southern",2021-08-29,0.426723980316111,0.00132531226564967,1.1783132410187,0.00380847358267891,241,27026
"Southern",2021-09-14,0.44217421201506,0.00168038148711259,1.16531325739925,0.00497924430811358,257,18639
"Southern",2021-09-30,0.596370257948027,0.00239824324367308,1.46434972325678,0.00672792792996361,273,8460
"Southern",2021-10-16,0.593173372405609,0.00180040982204914,1.53721385048157,0.00559165270504303,289,18026
"Southern",2021-11-01,0.664783844189042,0.00234612640891261,1.75183727677943,0.006667879371807,305,11978
"Southern",2021-11-17,0.68623811812298,0.00205527455998226,1.84786947844569,0.00635084267524635,321,15934
"Southern",2021-12-03,0.621727081015033,0.00477290729917148,1.40243931753448,0.0103897618598473,337,2769
"Southern",2021-12-19,0.665655869616997,0.00300694584519695,1.81168523735353,0.00892023553267953,353,6322
